geneID	GO
TRINITY_DN43542_c0_g1_i1	NA
TRINITY_DN56240_c0_g1_i1	NA
TRINITY_DN44432_c0_g1_i1	GO:0050896
TRINITY_DN44432_c0_g2_i1	GO:0050896
TRINITY_DN51085_c0_g1_i1	NA
TRINITY_DN51085_c0_g1_i2	NA
TRINITY_DN73154_c0_g1_i1	NA
TRINITY_DN61487_c0_g1_i1	NA
TRINITY_DN14430_c0_g2_i1	NA
TRINITY_DN58818_c0_g1_i1	NA
TRINITY_DN58818_c0_g1_i2	NA
TRINITY_DN58818_c0_g1_i3	NA
TRINITY_DN58818_c0_g1_i4	NA
TRINITY_DN69473_c0_g1_i1	NA
TRINITY_DN122813_c0_g1_i1	NA
TRINITY_DN127068_c0_g1_i1	NA
TRINITY_DN127068_c0_g1_i3	NA
TRINITY_DN127068_c0_g1_i4	NA
TRINITY_DN127068_c0_g1_i7	NA
TRINITY_DN127068_c0_g1_i8	NA
TRINITY_DN55416_c0_g2_i1	NA
TRINITY_DN41111_c0_g2_i1	NA
TRINITY_DN41802_c0_g1_i1	NA
TRINITY_DN41802_c0_g2_i1	NA
TRINITY_DN20492_c0_g1_i1	NA
TRINITY_DN25751_c0_g1_i1	NA
TRINITY_DN143623_c0_g6_i1	NA
TRINITY_DN39027_c0_g1_i1	NA
TRINITY_DN123233_c0_g1_i1	NA
TRINITY_DN123233_c0_g1_i2	NA
TRINITY_DN123233_c0_g1_i3	NA
TRINITY_DN39684_c0_g1_i1	GO:0016020
TRINITY_DN39684_c0_g2_i1	GO:0016020
TRINITY_DN2952_c0_g1_i1	NA
TRINITY_DN86248_c0_g1_i1	NA
TRINITY_DN86248_c0_g2_i1	NA
TRINITY_DN97248_c0_g1_i1	NA
TRINITY_DN97248_c0_g1_i2	NA
TRINITY_DN92998_c0_g1_i1	NA
TRINITY_DN32995_c0_g1_i1	NA
TRINITY_DN28458_c0_g1_i1	NA
TRINITY_DN28458_c0_g2_i1	NA
TRINITY_DN157372_c0_g1_i1	NA
TRINITY_DN129194_c0_g3_i1	NA
TRINITY_DN129194_c0_g3_i2	NA
TRINITY_DN88718_c0_g1_i1	NA
TRINITY_DN88718_c0_g2_i1	NA
TRINITY_DN57632_c0_g2_i1	NA
TRINITY_DN17062_c0_g1_i1	NA
TRINITY_DN199727_c0_g1_i1	NA
TRINITY_DN34573_c0_g1_i1	NA
TRINITY_DN56750_c0_g1_i1	NA
TRINITY_DN56750_c0_g2_i1	GO:0016020
TRINITY_DN42733_c0_g1_i1	NA
TRINITY_DN42733_c0_g2_i1	NA
TRINITY_DN52744_c0_g1_i1	NA
TRINITY_DN52744_c0_g2_i1	NA
TRINITY_DN57086_c0_g1_i1	NA
TRINITY_DN183723_c0_g1_i1	NA
TRINITY_DN22596_c0_g1_i1	NA
TRINITY_DN143623_c0_g2_i2	NA
TRINITY_DN4010_c0_g1_i1	NA
TRINITY_DN28838_c0_g1_i1	NA
TRINITY_DN28838_c0_g2_i1	NA
TRINITY_DN8615_c0_g1_i1	NA
TRINITY_DN82601_c0_g1_i1	NA
TRINITY_DN123254_c0_g1_i1	NA
TRINITY_DN35618_c0_g1_i1	NA
TRINITY_DN21533_c0_g1_i1	NA
TRINITY_DN39103_c0_g1_i1	NA
TRINITY_DN39103_c0_g2_i1	NA
TRINITY_DN56593_c0_g1_i1	NA
TRINITY_DN12590_c0_g1_i1	NA
TRINITY_DN70686_c0_g1_i1	NA
TRINITY_DN60656_c0_g2_i1	NA
TRINITY_DN99215_c0_g1_i1	NA
TRINITY_DN99215_c0_g1_i3	NA
TRINITY_DN52068_c0_g2_i1	NA
TRINITY_DN52068_c0_g3_i1	NA
TRINITY_DN38293_c0_g1_i1	NA
TRINITY_DN39780_c0_g1_i1	NA
TRINITY_DN39780_c0_g2_i1	NA
TRINITY_DN3940_c0_g2_i1	NA
TRINITY_DN105736_c0_g2_i1	NA
TRINITY_DN19232_c0_g1_i1	NA
TRINITY_DN95498_c0_g1_i1	NA
TRINITY_DN76545_c0_g1_i1	NA
TRINITY_DN69938_c0_g2_i1	GO:0016021
TRINITY_DN122999_c0_g1_i1	NA
TRINITY_DN122999_c0_g1_i2	NA
TRINITY_DN11560_c0_g1_i1	NA
TRINITY_DN3766_c0_g1_i1	NA
TRINITY_DN162444_c0_g1_i1	NA
TRINITY_DN58724_c0_g1_i1	NA
TRINITY_DN58724_c0_g2_i1	NA
TRINITY_DN135068_c0_g1_i1	NA
TRINITY_DN135068_c0_g1_i3	NA
TRINITY_DN62767_c0_g1_i1	NA
TRINITY_DN62767_c0_g2_i1	NA
TRINITY_DN18802_c0_g1_i1	NA
TRINITY_DN50307_c0_g1_i1	NA
TRINITY_DN50307_c0_g1_i2	NA
TRINITY_DN179341_c0_g1_i1	NA
TRINITY_DN58026_c0_g1_i1	NA
TRINITY_DN58026_c0_g1_i2	NA
TRINITY_DN109352_c0_g1_i1	NA
TRINITY_DN2436_c0_g1_i1	NA
TRINITY_DN62038_c0_g1_i1	NA
TRINITY_DN83030_c0_g1_i1	NA
TRINITY_DN46721_c0_g1_i1	NA
TRINITY_DN119543_c0_g1_i1	NA
TRINITY_DN17099_c0_g1_i1	GO:0016020
TRINITY_DN17099_c0_g2_i1	GO:0016020
TRINITY_DN79592_c0_g1_i2	NA
TRINITY_DN7979_c0_g1_i1	NA
TRINITY_DN42030_c0_g2_i1	NA
TRINITY_DN71112_c0_g1_i1	NA
TRINITY_DN3288_c0_g1_i1	NA
TRINITY_DN3288_c0_g2_i1	NA
TRINITY_DN3288_c0_g3_i1	NA
TRINITY_DN15124_c0_g1_i1	NA
TRINITY_DN15124_c0_g2_i1	NA
TRINITY_DN17749_c0_g1_i1	NA
TRINITY_DN31673_c0_g1_i1	NA
TRINITY_DN31673_c0_g2_i1	NA
TRINITY_DN6365_c0_g2_i1	NA
TRINITY_DN77048_c0_g2_i1	NA
TRINITY_DN50288_c0_g1_i1	NA
TRINITY_DN90965_c0_g3_i1	NA
TRINITY_DN97806_c0_g1_i1	NA
TRINITY_DN97806_c0_g1_i2	NA
TRINITY_DN26547_c0_g1_i1	NA
TRINITY_DN86088_c0_g2_i1	NA
TRINITY_DN86088_c0_g3_i1	NA
TRINITY_DN89501_c0_g2_i1	NA
TRINITY_DN101433_c0_g1_i1	NA
TRINITY_DN2092_c0_g1_i1	NA
TRINITY_DN40801_c0_g1_i1	GO:0016020;GO:0004888;GO:0007165
TRINITY_DN69270_c0_g1_i1	NA
TRINITY_DN25332_c0_g1_i1	NA
TRINITY_DN25332_c0_g2_i1	NA
TRINITY_DN179345_c0_g1_i1	NA
TRINITY_DN1157_c0_g1_i1	NA
TRINITY_DN121082_c0_g1_i2	NA
TRINITY_DN78626_c0_g1_i1	NA
TRINITY_DN93396_c0_g2_i1	NA
TRINITY_DN42070_c0_g2_i1	NA
TRINITY_DN41250_c0_g1_i1	NA
TRINITY_DN83228_c0_g1_i1	GO:0016020
TRINITY_DN187824_c0_g1_i1	NA
TRINITY_DN102723_c0_g1_i1	NA
TRINITY_DN16169_c0_g2_i1	NA
TRINITY_DN31174_c0_g1_i1	NA
TRINITY_DN34296_c0_g1_i1	NA
TRINITY_DN42195_c0_g1_i1	NA
TRINITY_DN119585_c0_g1_i1	NA
TRINITY_DN15715_c0_g2_i1	NA
TRINITY_DN80388_c0_g1_i1	NA
TRINITY_DN86086_c0_g1_i1	NA
TRINITY_DN71694_c0_g1_i1	NA
TRINITY_DN71694_c0_g2_i1	NA
TRINITY_DN99215_c0_g1_i2	NA
TRINITY_DN113030_c0_g1_i1	NA
TRINITY_DN113030_c0_g1_i2	NA
TRINITY_DN87936_c0_g1_i1	NA
TRINITY_DN7000_c0_g1_i1	NA
TRINITY_DN108297_c0_g1_i1	NA
TRINITY_DN108297_c0_g3_i1	NA
TRINITY_DN108297_c0_g3_i2	NA
TRINITY_DN75112_c0_g1_i1	NA
TRINITY_DN53764_c0_g1_i1	NA
TRINITY_DN56435_c0_g2_i1	NA
TRINITY_DN56435_c0_g2_i2	NA
TRINITY_DN52113_c0_g1_i1	NA
TRINITY_DN52113_c0_g2_i1	NA
TRINITY_DN96634_c0_g1_i1	NA
TRINITY_DN68448_c0_g1_i1	NA
TRINITY_DN47726_c0_g1_i1	GO:0016021
TRINITY_DN47726_c0_g2_i1	GO:0016021
TRINITY_DN98631_c0_g2_i2	NA
TRINITY_DN64657_c0_g3_i1	NA
TRINITY_DN53384_c0_g1_i1	NA
TRINITY_DN53384_c0_g1_i2	NA
TRINITY_DN117226_c0_g2_i1	NA
TRINITY_DN117226_c0_g2_i2	NA
TRINITY_DN84095_c0_g1_i1	NA
TRINITY_DN84095_c0_g1_i2	NA
TRINITY_DN41550_c0_g1_i1	GO:0016020
TRINITY_DN74638_c0_g1_i1	GO:0016021
TRINITY_DN74638_c0_g2_i1	GO:0016020
TRINITY_DN44838_c0_g2_i1	NA
TRINITY_DN59477_c0_g1_i1	NA
TRINITY_DN59477_c0_g2_i1	NA
TRINITY_DN9924_c0_g1_i1	GO:0016020
TRINITY_DN142475_c0_g2_i3	NA
TRINITY_DN142475_c0_g2_i4	NA
TRINITY_DN142475_c0_g2_i5	NA
TRINITY_DN142475_c0_g3_i2	NA
TRINITY_DN14799_c0_g1_i1	NA
TRINITY_DN14799_c0_g2_i1	NA
TRINITY_DN46784_c0_g2_i1	NA
TRINITY_DN28530_c0_g1_i1	NA
TRINITY_DN177731_c0_g1_i1	NA
TRINITY_DN178791_c0_g1_i1	NA
TRINITY_DN182123_c0_g1_i1	NA
TRINITY_DN54783_c0_g1_i1	NA
TRINITY_DN63656_c0_g1_i1	NA
TRINITY_DN17406_c0_g1_i1	NA
TRINITY_DN17406_c0_g2_i1	NA
TRINITY_DN122991_c0_g1_i4	NA
TRINITY_DN80958_c0_g1_i1	NA
TRINITY_DN105731_c0_g1_i1	NA
TRINITY_DN181044_c0_g1_i1	NA
TRINITY_DN19124_c0_g1_i1	NA
TRINITY_DN125970_c0_g1_i1	NA
TRINITY_DN125970_c0_g1_i2	NA
TRINITY_DN125970_c0_g1_i4	NA
TRINITY_DN125970_c0_g1_i5	NA
TRINITY_DN125970_c0_g1_i6	NA
TRINITY_DN125970_c0_g1_i7	NA
TRINITY_DN106374_c0_g1_i1	NA
TRINITY_DN80385_c0_g1_i1	NA
TRINITY_DN108847_c0_g1_i1	NA
TRINITY_DN108847_c0_g1_i2	NA
TRINITY_DN108847_c0_g1_i3	NA
TRINITY_DN128073_c0_g1_i1	NA
TRINITY_DN128073_c0_g1_i4	NA
TRINITY_DN118537_c0_g1_i1	NA
TRINITY_DN118537_c0_g2_i1	NA
TRINITY_DN118537_c0_g3_i1	NA
TRINITY_DN118537_c0_g3_i2	NA
TRINITY_DN118537_c0_g3_i3	NA
TRINITY_DN118537_c0_g3_i4	NA
TRINITY_DN118537_c0_g4_i1	NA
TRINITY_DN97183_c0_g1_i2	NA
TRINITY_DN58238_c0_g3_i1	NA
TRINITY_DN78372_c0_g1_i1	NA
TRINITY_DN70447_c0_g1_i2	GO:0016020;GO:0000166;GO:0016301;GO:0016310;GO:0065007
TRINITY_DN38979_c0_g1_i1	NA
TRINITY_DN7384_c0_g1_i1	NA
TRINITY_DN114935_c0_g1_i2	NA
TRINITY_DN53314_c0_g2_i1	NA
TRINITY_DN87064_c0_g1_i1	NA
TRINITY_DN59016_c0_g1_i1	NA
TRINITY_DN136149_c0_g1_i2	NA
TRINITY_DN131196_c1_g1_i1	NA
TRINITY_DN131196_c1_g2_i1	NA
TRINITY_DN21049_c0_g1_i1	GO:0016020
TRINITY_DN21049_c0_g2_i1	GO:0016020
TRINITY_DN27565_c0_g1_i1	NA
TRINITY_DN44445_c0_g1_i1	NA
TRINITY_DN17359_c0_g1_i1	NA
TRINITY_DN17359_c0_g2_i1	NA
TRINITY_DN144139_c1_g2_i3	NA
TRINITY_DN162472_c0_g1_i1	NA
TRINITY_DN150647_c3_g9_i3	NA
TRINITY_DN25295_c0_g1_i1	NA
TRINITY_DN25295_c0_g2_i1	NA
TRINITY_DN138877_c0_g6_i1	NA
TRINITY_DN114705_c1_g2_i1	GO:0016021
TRINITY_DN79787_c0_g1_i1	NA
TRINITY_DN81087_c0_g1_i1	NA
TRINITY_DN132511_c0_g1_i1	NA
TRINITY_DN132511_c0_g1_i2	NA
TRINITY_DN132511_c0_g1_i3	NA
TRINITY_DN132511_c0_g1_i4	NA
TRINITY_DN132511_c0_g1_i5	NA
TRINITY_DN2105_c0_g2_i1	NA
TRINITY_DN31145_c0_g1_i1	NA
TRINITY_DN150339_c1_g3_i3	NA
TRINITY_DN141370_c0_g1_i2	NA
TRINITY_DN148992_c0_g4_i3	NA
TRINITY_DN136673_c1_g2_i1	NA
TRINITY_DN27081_c0_g1_i1	NA
TRINITY_DN145645_c1_g11_i2	GO:0005576;GO:0004568;GO:0008061;GO:0006032
TRINITY_DN141342_c0_g1_i3	GO:0044707;GO:0044767;GO:0048856
TRINITY_DN132143_c2_g1_i1	NA
TRINITY_DN132143_c2_g1_i2	NA
TRINITY_DN5743_c0_g1_i1	NA
TRINITY_DN137552_c0_g1_i2	NA
TRINITY_DN128078_c0_g2_i2	NA
TRINITY_DN128078_c0_g2_i3	NA
TRINITY_DN128078_c0_g2_i4	NA
TRINITY_DN55255_c0_g1_i1	NA
TRINITY_DN147499_c1_g1_i6	NA
TRINITY_DN146959_c0_g2_i1	NA
TRINITY_DN134027_c0_g1_i1	NA
TRINITY_DN135108_c4_g2_i3	GO:0016020;GO:0044765
TRINITY_DN147534_c0_g7_i1	NA
TRINITY_DN149226_c0_g1_i2	NA
TRINITY_DN149226_c0_g1_i3	NA
TRINITY_DN149226_c0_g1_i4	NA
TRINITY_DN103772_c0_g1_i1	NA
TRINITY_DN103772_c0_g1_i2	NA
TRINITY_DN143587_c1_g12_i2	NA
TRINITY_DN136317_c0_g1_i8	NA
TRINITY_DN137552_c0_g1_i4	NA
TRINITY_DN137552_c0_g1_i6	NA
TRINITY_DN137552_c0_g1_i7	NA
TRINITY_DN141673_c0_g3_i1	NA
TRINITY_DN141673_c0_g3_i2	NA
TRINITY_DN138896_c0_g5_i1	NA
TRINITY_DN138896_c0_g6_i1	NA
TRINITY_DN133948_c0_g6_i1	NA
TRINITY_DN130935_c0_g1_i1	NA
TRINITY_DN191469_c0_g1_i1	NA
TRINITY_DN142468_c0_g3_i4	NA
TRINITY_DN144963_c0_g4_i1	NA
TRINITY_DN147459_c0_g8_i3	NA
TRINITY_DN143618_c0_g1_i7	NA
TRINITY_DN143618_c0_g1_i6	NA
TRINITY_DN150416_c0_g2_i1	NA
TRINITY_DN133947_c0_g1_i1	NA
TRINITY_DN133927_c0_g2_i1	NA
TRINITY_DN151365_c1_g3_i1	NA
TRINITY_DN151365_c1_g3_i2	NA
TRINITY_DN148793_c1_g2_i1	GO:0016020
TRINITY_DN148793_c1_g4_i2	GO:0016020
TRINITY_DN127833_c1_g1_i1	NA
TRINITY_DN99898_c0_g1_i1	NA
TRINITY_DN99898_c0_g1_i2	NA
TRINITY_DN6657_c0_g1_i1	NA
TRINITY_DN139597_c0_g1_i1	NA
TRINITY_DN139597_c0_g1_i4	NA
TRINITY_DN106125_c0_g1_i1	NA
TRINITY_DN39135_c0_g1_i1	NA
TRINITY_DN8197_c0_g1_i1	GO:0003723
TRINITY_DN8197_c0_g2_i1	GO:0003723
TRINITY_DN92769_c0_g1_i1	NA
TRINITY_DN2402_c0_g1_i1	NA
TRINITY_DN2402_c0_g2_i1	NA
TRINITY_DN154025_c0_g1_i1	NA
TRINITY_DN139417_c0_g1_i4	NA
TRINITY_DN92069_c0_g1_i1	NA
TRINITY_DN199850_c0_g1_i1	NA
TRINITY_DN46994_c0_g1_i1	NA
TRINITY_DN46994_c0_g2_i1	NA
TRINITY_DN183528_c0_g1_i1	NA
TRINITY_DN37163_c0_g1_i1	NA
TRINITY_DN136699_c0_g3_i6	NA
TRINITY_DN137691_c0_g3_i1	GO:0016021
TRINITY_DN136655_c0_g8_i2	NA
TRINITY_DN136655_c0_g8_i3	NA
TRINITY_DN136655_c0_g8_i4	NA
TRINITY_DN136655_c0_g9_i2	NA
TRINITY_DN140785_c2_g3_i1	NA
TRINITY_DN140785_c2_g3_i3	NA
TRINITY_DN140785_c2_g3_i6	NA
TRINITY_DN36773_c0_g1_i1	NA
TRINITY_DN6961_c0_g2_i1	NA
TRINITY_DN127197_c1_g1_i1	NA
TRINITY_DN127197_c1_g1_i2	NA
TRINITY_DN127197_c1_g1_i3	NA
TRINITY_DN127197_c1_g1_i4	NA
TRINITY_DN54802_c0_g1_i1	NA
TRINITY_DN54802_c0_g2_i1	NA
TRINITY_DN54802_c0_g3_i1	NA
TRINITY_DN6961_c0_g1_i1	NA
TRINITY_DN148198_c4_g5_i1	NA
TRINITY_DN90584_c0_g1_i1	NA
TRINITY_DN90584_c0_g2_i1	NA
TRINITY_DN72951_c0_g1_i1	NA
TRINITY_DN85347_c0_g1_i1	NA
TRINITY_DN61508_c0_g1_i1	NA
TRINITY_DN91375_c0_g1_i1	NA
TRINITY_DN60551_c0_g2_i1	NA
TRINITY_DN124224_c0_g1_i1	NA
TRINITY_DN124224_c0_g2_i1	NA
TRINITY_DN37434_c1_g1_i1	NA
TRINITY_DN138625_c1_g5_i5	NA
TRINITY_DN66476_c0_g1_i1	GO:0005488;GO:0016491
TRINITY_DN66476_c0_g2_i1	GO:0005488;GO:0016491
TRINITY_DN90353_c0_g2_i2	NA
TRINITY_DN90353_c0_g2_i3	NA
TRINITY_DN4390_c0_g1_i1	NA
TRINITY_DN38577_c0_g1_i1	NA
TRINITY_DN98695_c0_g1_i1	NA
TRINITY_DN98695_c0_g1_i3	NA
TRINITY_DN98695_c0_g1_i4	NA
TRINITY_DN98695_c0_g1_i5	NA
TRINITY_DN51699_c1_g1_i1	NA
TRINITY_DN39411_c0_g1_i1	NA
TRINITY_DN74104_c0_g1_i1	NA
TRINITY_DN74104_c0_g2_i1	NA
TRINITY_DN81306_c0_g1_i1	NA
TRINITY_DN102044_c0_g2_i1	NA
TRINITY_DN45149_c0_g1_i1	NA
TRINITY_DN40355_c0_g1_i1	NA
TRINITY_DN158125_c0_g1_i1	GO:0004871
TRINITY_DN135362_c0_g2_i1	NA
TRINITY_DN135362_c0_g2_i2	NA
TRINITY_DN135362_c0_g2_i3	NA
TRINITY_DN135362_c0_g2_i5	NA
TRINITY_DN145700_c0_g16_i1	NA
TRINITY_DN43138_c0_g1_i1	NA
TRINITY_DN199455_c0_g1_i1	NA
TRINITY_DN140789_c0_g7_i2	NA
TRINITY_DN140789_c0_g7_i5	NA
TRINITY_DN97287_c0_g1_i1	NA
TRINITY_DN138094_c1_g3_i6	NA
TRINITY_DN150361_c2_g1_i10	NA
TRINITY_DN23270_c0_g1_i1	NA
TRINITY_DN140789_c0_g7_i4	NA
TRINITY_DN141673_c0_g2_i1	NA
TRINITY_DN141673_c0_g2_i2	NA
TRINITY_DN41679_c0_g1_i1	NA
TRINITY_DN85490_c0_g1_i1	NA
TRINITY_DN45942_c0_g2_i1	NA
TRINITY_DN45942_c0_g2_i2	NA
TRINITY_DN91676_c0_g1_i1	NA
TRINITY_DN115120_c0_g1_i1	NA
TRINITY_DN115120_c0_g1_i2	NA
TRINITY_DN184622_c0_g1_i1	NA
TRINITY_DN46965_c0_g1_i1	NA
TRINITY_DN105749_c0_g1_i1	NA
TRINITY_DN105749_c0_g1_i2	NA
TRINITY_DN88850_c0_g1_i3	NA
TRINITY_DN65548_c0_g1_i1	NA
TRINITY_DN65548_c0_g1_i2	NA
TRINITY_DN25827_c0_g1_i1	NA
TRINITY_DN35181_c0_g1_i1	NA
TRINITY_DN35181_c0_g2_i1	NA
TRINITY_DN47544_c0_g1_i1	NA
TRINITY_DN182101_c0_g1_i1	NA
TRINITY_DN7153_c0_g1_i1	NA
TRINITY_DN124773_c1_g1_i2	GO:0016020
TRINITY_DN116737_c0_g1_i2	NA
TRINITY_DN146642_c0_g11_i2	NA
TRINITY_DN151365_c1_g1_i1	NA
TRINITY_DN123311_c0_g1_i2	NA
TRINITY_DN148992_c0_g2_i1	NA
TRINITY_DN148992_c0_g2_i2	NA
TRINITY_DN148992_c0_g2_i5	NA
TRINITY_DN111194_c0_g1_i1	NA
TRINITY_DN44458_c0_g1_i1	NA
TRINITY_DN73450_c0_g1_i1	NA
TRINITY_DN146683_c1_g1_i5	NA
TRINITY_DN150339_c1_g3_i5	GO:0016020
TRINITY_DN143716_c0_g2_i2	NA
TRINITY_DN143716_c0_g2_i3	NA
TRINITY_DN143716_c0_g2_i4	NA
TRINITY_DN135450_c0_g1_i1	NA
TRINITY_DN135450_c0_g1_i2	NA
TRINITY_DN135450_c0_g1_i3	NA
TRINITY_DN136774_c0_g1_i1	NA
TRINITY_DN148711_c0_g1_i1	NA
TRINITY_DN148711_c0_g1_i5	NA
TRINITY_DN150338_c6_g4_i4	NA
TRINITY_DN149235_c0_g3_i1	NA
TRINITY_DN150302_c0_g3_i1	NA
TRINITY_DN61899_c0_g1_i1	NA
TRINITY_DN95775_c0_g1_i1	NA
TRINITY_DN145794_c0_g3_i1	NA
TRINITY_DN150231_c0_g4_i1	NA
TRINITY_DN150231_c0_g4_i3	NA
TRINITY_DN150231_c0_g4_i4	NA
TRINITY_DN150231_c0_g4_i5	NA
TRINITY_DN150231_c0_g4_i7	NA
TRINITY_DN151403_c1_g5_i1	NA
TRINITY_DN129391_c0_g9_i1	NA
TRINITY_DN148949_c0_g10_i2	GO:0005509
TRINITY_DN146998_c0_g5_i2	NA
TRINITY_DN146998_c0_g8_i2	NA
TRINITY_DN146998_c0_g8_i4	NA
TRINITY_DN68410_c0_g1_i1	NA
TRINITY_DN54292_c0_g2_i1	NA
TRINITY_DN102266_c0_g1_i1	NA
TRINITY_DN124052_c0_g1_i2	NA
TRINITY_DN124052_c0_g1_i3	NA
TRINITY_DN124037_c0_g1_i2	NA
TRINITY_DN99516_c1_g1_i2	NA
TRINITY_DN146875_c0_g2_i1	NA
TRINITY_DN146875_c0_g30_i1	NA
TRINITY_DN150715_c7_g13_i3	NA
TRINITY_DN99806_c0_g1_i1	NA
TRINITY_DN143706_c0_g1_i4	NA
TRINITY_DN51712_c0_g1_i1	NA
TRINITY_DN55134_c0_g1_i1	NA
TRINITY_DN82607_c0_g1_i1	NA
TRINITY_DN141400_c0_g7_i1	NA
TRINITY_DN55263_c0_g1_i1	NA
TRINITY_DN55263_c0_g2_i1	NA
TRINITY_DN133930_c2_g4_i1	NA
TRINITY_DN132278_c0_g2_i1	NA
TRINITY_DN150466_c0_g2_i2	NA
TRINITY_DN41977_c0_g1_i1	NA
TRINITY_DN41977_c0_g2_i1	NA
TRINITY_DN64496_c0_g1_i1	NA
TRINITY_DN101532_c0_g1_i1	NA
TRINITY_DN150466_c0_g2_i4	NA
TRINITY_DN78936_c0_g1_i1	NA
TRINITY_DN144216_c0_g8_i5	NA
TRINITY_DN59235_c0_g1_i1	NA
TRINITY_DN133037_c2_g1_i1	NA
TRINITY_DN55562_c0_g1_i1	NA
TRINITY_DN55562_c0_g2_i1	NA
TRINITY_DN25548_c0_g2_i1	NA
TRINITY_DN31732_c0_g1_i1	NA
TRINITY_DN42004_c0_g1_i1	NA
TRINITY_DN42732_c0_g1_i1	NA
TRINITY_DN47255_c0_g2_i1	NA
TRINITY_DN90091_c0_g1_i1	NA
TRINITY_DN90091_c0_g2_i1	NA
TRINITY_DN98701_c0_g1_i1	NA
TRINITY_DN45405_c0_g2_i1	NA
TRINITY_DN45405_c0_g2_i2	NA
TRINITY_DN37010_c0_g1_i1	NA
TRINITY_DN82612_c0_g1_i1	NA
TRINITY_DN37010_c0_g2_i1	NA
TRINITY_DN63089_c0_g1_i1	NA
TRINITY_DN121067_c0_g5_i1	NA
TRINITY_DN121067_c0_g5_i2	NA
TRINITY_DN140752_c1_g5_i1	NA
TRINITY_DN199161_c0_g1_i1	NA
TRINITY_DN40313_c0_g1_i1	NA
TRINITY_DN57975_c0_g1_i1	NA
TRINITY_DN79659_c0_g2_i1	NA
TRINITY_DN82480_c0_g1_i1	NA
TRINITY_DN88105_c0_g1_i1	NA
TRINITY_DN93114_c0_g1_i1	NA
TRINITY_DN93114_c0_g2_i1	NA
TRINITY_DN150425_c4_g5_i6	NA
TRINITY_DN52498_c0_g1_i1	NA
TRINITY_DN71486_c0_g1_i1	NA
TRINITY_DN71486_c0_g3_i1	NA
TRINITY_DN162881_c0_g1_i1	NA
TRINITY_DN81097_c0_g2_i1	NA
TRINITY_DN165460_c0_g1_i1	NA
TRINITY_DN73080_c0_g1_i1	NA
TRINITY_DN85086_c0_g1_i1	NA
TRINITY_DN19005_c0_g1_i1	NA
TRINITY_DN19005_c0_g2_i1	NA
TRINITY_DN136257_c0_g1_i1	NA
TRINITY_DN136257_c0_g1_i2	NA
TRINITY_DN136257_c0_g1_i3	NA
TRINITY_DN20022_c0_g1_i1	NA
TRINITY_DN96645_c0_g1_i1	NA
TRINITY_DN146392_c0_g1_i3	NA
TRINITY_DN97111_c0_g1_i1	NA
TRINITY_DN34715_c0_g1_i1	NA
TRINITY_DN143566_c1_g2_i12	NA
TRINITY_DN118532_c0_g1_i1	NA
TRINITY_DN26009_c0_g2_i1	NA
TRINITY_DN5591_c0_g1_i1	NA
TRINITY_DN56094_c0_g1_i1	NA
TRINITY_DN49964_c0_g1_i1	NA
TRINITY_DN80514_c0_g1_i1	NA
TRINITY_DN80514_c0_g2_i1	NA
TRINITY_DN148804_c0_g3_i2	NA
TRINITY_DN148804_c0_g3_i6	NA
TRINITY_DN62289_c0_g1_i1	NA
TRINITY_DN95087_c0_g1_i1	NA
TRINITY_DN42369_c0_g2_i1	NA
TRINITY_DN138642_c0_g2_i1	NA
TRINITY_DN136187_c0_g5_i2	NA
TRINITY_DN17921_c0_g1_i1	NA
TRINITY_DN36287_c0_g1_i1	NA
TRINITY_DN149250_c0_g3_i1	NA
TRINITY_DN88968_c0_g1_i1	NA
TRINITY_DN42078_c0_g1_i1	NA
TRINITY_DN143230_c4_g1_i1	NA
TRINITY_DN143230_c4_g1_i2	NA
TRINITY_DN149900_c3_g7_i2	NA
TRINITY_DN122106_c0_g2_i1	NA
TRINITY_DN85982_c0_g2_i1	NA
TRINITY_DN33116_c0_g1_i1	NA
TRINITY_DN33116_c0_g2_i1	NA
TRINITY_DN129162_c2_g2_i1	NA
TRINITY_DN129162_c2_g3_i1	NA
TRINITY_DN93941_c0_g1_i1	NA
TRINITY_DN93941_c0_g2_i1	NA
TRINITY_DN93941_c0_g3_i1	NA
TRINITY_DN52716_c0_g1_i1	NA
TRINITY_DN137481_c0_g1_i3	NA
TRINITY_DN137481_c0_g1_i7	NA
TRINITY_DN55105_c0_g1_i1	NA
TRINITY_DN184680_c0_g1_i1	NA
TRINITY_DN52309_c0_g1_i1	NA
TRINITY_DN74121_c0_g1_i1	NA
TRINITY_DN80503_c0_g3_i1	NA
TRINITY_DN99872_c0_g3_i1	NA
TRINITY_DN136204_c0_g1_i1	NA
TRINITY_DN136204_c0_g2_i1	NA
TRINITY_DN25193_c0_g2_i1	NA
TRINITY_DN146327_c0_g2_i4	NA
TRINITY_DN28052_c0_g1_i1	NA
TRINITY_DN114971_c0_g1_i1	NA
TRINITY_DN6284_c0_g1_i1	NA
TRINITY_DN6284_c0_g2_i1	NA
TRINITY_DN90944_c0_g1_i1	NA
TRINITY_DN99832_c0_g1_i1	NA
TRINITY_DN13107_c0_g1_i1	NA
TRINITY_DN51582_c0_g2_i1	NA
TRINITY_DN102266_c0_g1_i3	NA
TRINITY_DN127813_c0_g1_i1	NA
TRINITY_DN62247_c0_g1_i1	NA
TRINITY_DN16336_c0_g1_i1	NA
TRINITY_DN127813_c0_g1_i2	NA
